"DepthID","SampleID__","SampleID_old__","CoreGroup__","Month__","Year__","Date__","FieldSampling__","Habitat__","Site__","Core__","GPS__","image_url__","DepthCode__","DepthMin__","DepthMax__","DepthAvg__","metaG_ACE__","metaG_JGI_HiSeq__","metaG_JGI_NovaSeq__","FTIR__","FTICRMS__","EEMS__","ALD.cm__","WTD.cm_neg_is_below_sfc__","T_air.deg_C","T_soil.deg_C","Weather_Conditions_on_Day_of_Coring","Conductivity.uS","Redox_Potential_ORP.uncalibrated_relative_values_only","O2.percent","pH_porewater","pH_peat","BulkDensity","percentWater_wt","CH4.mM__","CO2.mM__","CH4.percent","CO2.percent","d13C_CH4__","d13C_CO2__","dD_CH4__","dD_H2O","d18O_H2O","DOC.mM__","TN.mM__","Acetate.uM__","Propionate.uM__","Butyrate.uM__","Formate.uM__","Sulfate.uM__","Phosphate.uM__","Nitrate.uM__","Ammonia.uM__","Ca.uM","Mg.uM","C.percent__","N.percent__","d13C_peat__","d15N_peat__","D14C_peat__","pool.DOM","pool.dD_CH4","UpdateDate__.DepthInfo","UpdateDate__.Biogeochemistry","Notes__.DepthInfo","Notes__.Biogeochemistry"
"f3947896-329c-4193-bba9-75ee0af22f73","MainAutochamber.201110_E_3_24to27","201110_E3_24-27","MainAutochamber",10,2011,"2011-10-16","2011-10","Fen","Eriophorum Autochamber Site",3,"N 68 21.2012, E 19 02.7985","['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2011-10/E-3-oct17.JPG']","D",24,27,25.5,"20111000_E3D",NA,NA,NA,NA,NA,"Below Detection (>90)","3.0",6.6,NA,NA,NA,NA,NA,5.9,NA,NA,93.62820513,0.027876286,0.868906085,NA,NA,-62.58325,-17.3165,NA,-78.38032854,-9.967035257,0.912804842,0.021576205,NA,NA,NA,NA,2.2,NA,3.55,23.65334109,NA,NA,45.18313671,1.414034473,-24.2809376,0.1251556,NA,"True","False",20211117,20211117,NA,"notes_Suzanne: NOT acidified for DOC. "
"5a07f370-7ecc-4548-b604-d9c3ee46f355","MainAutochamber.201110_P_1_1to4","201110_P1_01-04","MainAutochamber",10,2011,"2011-10-16","2011-10","Palsa","Palsa Autochamber Site",1,"N 68 21.2073, E 19 02.8404","['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2011-10/P-1-oct17.JPG']","S",1,4,2.5,"20111000_P1S",NA,NA,NA,NA,NA,"57.0","-56.0",5.8,NA,"15th Overcast, calm, 8c; 16th Partly cloudy, windy, 6c",NA,NA,NA,NA,3.4,NA,83.05647841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.92117558,0.320771743,-26.1439904,-2.353886,NA,NA,NA,20211117,20211117,"Notes: 6cm compression",NA
"eaa956ab-d519-486c-ac76-39e5a735a4fe","MainAutochamber.201110_P_1_26to29","201110_P1_26-29","MainAutochamber",10,2011,"2011-10-16","2011-10","Palsa","Palsa Autochamber Site",1,"N 68 21.2073, E 19 02.8404","['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2011-10/P-1-oct17.JPG']","M",26,29,27.5,"20111000_P1M",NA,NA,NA,NA,NA,"57.0","-56.0",5.8,NA,"15th Overcast, calm, 8c; 16th Partly cloudy, windy, 6c",NA,NA,NA,NA,4.1,NA,71.50848583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.80043004,1.580114181,-26.4635936,1.8103468,NA,NA,NA,20211117,20211117,NA,NA
"3179ae6c-a01f-4d06-acf8-56f633cbc81f","MainAutochamber.201110_P_1_43to46","201110_P1_43-46","MainAutochamber",10,2011,"2011-10-16","2011-10","Palsa","Palsa Autochamber Site",1,"N 68 21.2073, E 19 02.8404","['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2011-10/P-1-oct17.JPG']","D",43,46,44.5,"20111000_P1D",NA,NA,NA,NA,NA,"57.0","-56.0",5.8,NA,"15th Overcast, calm, 8c; 16th Partly cloudy, windy, 6c",NA,NA,NA,NA,4.9,NA,57.1953412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.19812184,1.155047734,-28.5478352,0.3838036,NA,NA,NA,20211117,20211117,NA,NA
"41d42220-295a-4711-b47c-3efc0acb1c0e","MainAutochamber.201110_P_2_1to4","201110_P2_01-04","MainAutochamber",10,2011,"2011-10-16","2011-10","Palsa","Palsa Autochamber Site",2,"N 68 21.2089, E 19 02.8381","['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2011-10/P-2-oct17.JPG']","S",1,4,2.5,"20111000_P2S",NA,NA,NA,NA,NA,"61.0","Not Detected",7.1,NA,NA,NA,NA,NA,NA,3.8,NA,76.38525565,NA,NA,0,0.051935993,NA,-12.993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.19150708,1.052304848,-28.2223856,-0.79205,NA,NA,NA,20211117,20211117,NA,NA
"545890d3-2bfd-485a-84d8-dcf0907a7149","MainAutochamber.201110_P_2_28to31","201110_P2_28-31","MainAutochamber",10,2011,"2011-10-16","2011-10","Palsa","Palsa Autochamber Site",2,"N 68 21.2089, E 19 02.8381","['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2011-10/P-2-oct17.JPG']","M",28,31,29.5,"20111000_P2M",NA,NA,NA,NA,NA,"61.0","Not Detected",7.1,NA,NA,NA,NA,NA,NA,3.4,NA,75.05485071,NA,NA,0,0.137704575,NA,-18.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.23380602,1.972018077,-26.2628672,2.4390604,NA,NA,NA,20211117,20211117,NA,NA
"85f66eef-52e7-4b43-987f-79bffd36ecb5","MainAutochamber.201110_P_2_48to51","201110_P2_48-51","MainAutochamber",10,2011,"2011-10-16","2011-10","Palsa","Palsa Autochamber Site",2,"N 68 21.2089, E 19 02.8381","['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2011-10/P-2-oct17.JPG']","D",48,51,49.5,"20111000_P2D",NA,NA,NA,NA,NA,"61.0","Not Detected",7.1,NA,NA,NA,NA,NA,NA,4.3,NA,61.5935727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.96628333,1.182461106,-27.7965728,0.5280496,NA,NA,NA,20211117,20211117,NA,NA
"5d8496c1-a229-4fbc-b313-8411758f8b54","MainAutochamber.201110_P_3_1to4","201110_P3_01-04","MainAutochamber",10,2011,"2011-10-16","2011-10","Palsa","Palsa Autochamber Site",3,"N 68 21.2074, E 19 02.8276","['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2011-10/P-3-oct17.JPG']","S",1,4,2.5,"20111000_P3S",NA,NA,NA,NA,NA,"55.0","Not Detected",8.2,NA,NA,NA,NA,NA,NA,3.8,NA,77.39154111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.08478625,1.140658811,-27.3464,-1.0566668,NA,NA,NA,20211117,20211117,NA,NA
"5d55ea8f-ed1e-43f8-9339-4c5b62bb059e","MainAutochamber.201110_P_3_26to29","201110_P3_26-29","MainAutochamber",10,2011,"2011-10-16","2011-10","Palsa","Palsa Autochamber Site",3,"N 68 21.2074, E 19 02.8276","['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2011-10/P-3-oct17.JPG']","M",26,29,27.5,"20111000_P3M",NA,NA,NA,NA,NA,"55.0","Not Detected",8.2,NA,NA,NA,NA,NA,NA,4.8,NA,42.4856316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.49593842,0.594615316,-28.0294544,-0.185222,NA,NA,NA,20211117,20211117,"Notes: some water at this poregas depth. Sampled air though. Wet layer can be seen in core photo.",NA
"56130562-44fd-4998-9877-8424afade663","MainAutochamber.201110_P_3_45to48","201110_P3_45-48","MainAutochamber",10,2011,"2011-10-16","2011-10","Palsa","Palsa Autochamber Site",3,"N 68 21.2074, E 19 02.8276","['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2011-10/P-3-oct17.JPG']","D",45,48,46.5,"20111000_P3D",NA,NA,NA,NA,NA,"55.0","Not Detected",8.2,NA,NA,NA,NA,NA,NA,4.8,NA,48.78355916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.73229651,0.624757395,-28.7193296,0.2335888,NA,NA,NA,20211117,20211117,NA,NA
"69f536f2-2569-4d8b-9e1e-f5f214a6d8c4","MainAutochamber.201110_S_1_1to4","201110_S1_01-04","MainAutochamber",10,2011,"2011-10-16","2011-10","Bog","Sphagnum Autochamber Site",1,"N 68 21.2030, E 19 02.8519","['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2011-10/S-1-oct17.JPG']","S",1,4,2.5,"20111000_S1S",NA,NA,NA,NA,NA,"Below Detection (>90)","-5.0",7.2,NA,NA,NA,NA,NA,NA,4.1,NA,94.64656246,NA,NA,0,0.110401082,NA,-12.822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.88732857,0.526378764,-26.9624864,-1.3909196,NA,NA,NA,20211117,20211117,"Notes: 12cm compression",NA
"08d4ab19-155a-4b0c-b24d-39b235fcca80","MainAutochamber.201110_S_1_5to8","201110_S1_05-08","MainAutochamber",10,2011,"2011-10-16","2011-10","Bog","Sphagnum Autochamber Site",1,"N 68 21.2030, E 19 02.8519","['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2011-10/S-1-oct17.JPG']","M",5,8,6.5,"20111000_S1M",NA,NA,NA,NA,NA,"Below Detection (>90)","-5.0",7.2,NA,NA,NA,NA,NA,4.4,NA,NA,95.23025584,0.01449766,1.020415519,NA,NA,-46.24975106,-13.41241404,-244.116,-84.13025033,-12.76328478,4.981531927,0.094851004,NA,NA,NA,NA,2.1,NA,4.15,4.640117451,NA,NA,33.1883811,0.640401659,-27.1690592,-0.7303724,NA,"True","False",20211117,20211117,NA,"notes_Suzanne: NOT acidified for DOC. "
"4ce9e94c-747b-4227-8f73-18102aa0e8d0","MainAutochamber.201110_S_1_10to13","201110_S1_10-13","MainAutochamber",10,2011,"2011-10-16","2011-10","Bog","Sphagnum Autochamber Site",1,"N 68 21.2030, E 19 02.8519","['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2011-10/S-1-oct17.JPG']","D",10,13,11.5,"20111000_S1D",NA,NA,NA,NA,NA,"Below Detection (>90)","-5.0",7.2,NA,NA,NA,NA,NA,4.7,NA,NA,94.19277108,0.172241111,4.2637227,NA,NA,-56.1607537,-9.075943364,-325.296,-79.88005671,-11.74830005,6.27586533,0.089923272,NA,NA,NA,NA,0.85,NA,4.8,3.992010815,NA,NA,40.87066684,0.828819207,-25.0487648,-0.6517832,NA,"True","False",20211117,20211117,NA,"notes_Suzanne: NOT acidified for DOC. "
"b15aad88-522c-46a3-80bc-5d0531260cab","MainAutochamber.201110_S_2_1to4","201110_S2_01-04","MainAutochamber",10,2011,"2011-10-16","2011-10","Bog","Sphagnum Autochamber Site",2,"N 68 21.1972, E 19 02.8519","['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2011-10/S-2-oct17.JPG']","S",1,4,2.5,"20111000_S2S",NA,NA,NA,NA,NA,"Below Detection (>90)","-11.0",7.3,NA,NA,NA,NA,NA,NA,3.9,NA,94.54320988,NA,NA,0,0.088142799,NA,-14.746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.85191136,0.404351128,-25.4911424,-1.9052312,NA,NA,NA,20211117,20211117,NA,NA
"dc448340-47ed-42d6-b55e-098487bccaf7","MainAutochamber.201110_S_2_11to14","201110_S2_11-14","MainAutochamber",10,2011,"2011-10-16","2011-10","Bog","Sphagnum Autochamber Site",2,"N 68 21.1972, E 19 02.8519","['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2011-10/S-2-oct17.JPG']","M",11,14,12.5,"20111000_S2M",NA,NA,NA,NA,NA,"Below Detection (>90)","-11.0",7.3,NA,NA,NA,NA,NA,4.3,NA,NA,94.79970599,0.062202826,1.739069525,NA,NA,-65.09133333,-16.72583333,NA,-83.54258431,-11.83154179,4.981531927,0.094851004,NA,NA,NA,NA,2.1,NA,4.15,4.640117451,NA,NA,38.36901543,0.763786676,-25.2884672,-0.050924,NA,"True","False",20211117,20211117,NA,"notes_Suzanne: NOT acidified for DOC. "
"286b5181-e5bb-4d5b-b3c9-3f64656302b5","MainAutochamber.201110_S_2_16to19","201110_S2_16-19","MainAutochamber",10,2011,"2011-10-16","2011-10","Bog","Sphagnum Autochamber Site",2,"N 68 21.1972, E 19 02.8519","['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2011-10/S-2-oct17.JPG']","D",16,19,17.5,"20111000_S2D",NA,NA,NA,NA,NA,"Below Detection (>90)","-11.0",7.3,NA,NA,NA,NA,NA,4.4,NA,NA,94.72893755,0.095608481,2.378087439,NA,NA,-63.47416645,-15.68341376,-310.49,-82.48665228,-11.55268195,6.27586533,0.089923272,NA,NA,NA,NA,0.85,NA,4.8,3.992010815,NA,NA,42.21759942,1.202524386,-21.7416512,0.7668016,NA,"True","False",20211117,20211117,NA,"notes_Suzanne: NOT acidified for DOC. "
"cdad156e-25f3-40c1-bfb1-3e9078795851","MainAutochamber.201110_S_3_1to4","201110_S3_01-04","MainAutochamber",10,2011,"2011-10-16","2011-10","Bog","Sphagnum Autochamber Site",3,"N 68 21.21985, E 19 02.8542","['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2011-10/S-3-oct17.JPG']","S",1,4,2.5,"20111000_S3S",NA,NA,NA,NA,NA,"Below Detection (>90)","-9.0",7,NA,NA,NA,NA,NA,NA,3.8,NA,93.933197,NA,NA,0,0.190976065,NA,-23.8305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.88576868,0.314845149,-25.6412,-1.9848152,NA,NA,NA,20211117,20211117,NA,NA
"f8a49e66-7102-403a-a8d5-91528318627e","MainAutochamber.201110_S_3_9to12","201110_S3_09-12","MainAutochamber",10,2011,"2011-10-16","2011-10","Bog","Sphagnum Autochamber Site",3,"N 68 21.21985, E 19 02.8542","['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2011-10/S-3-oct17.JPG']","M",9,12,10.5,"20111000_S3M",NA,NA,NA,NA,NA,"Below Detection (>90)","-9.0",7,NA,NA,NA,NA,NA,4.2,NA,NA,94.75847031,0.004341773,0.506316819,NA,NA,-66.3121491,-19.03649956,NA,-89.73766602,-12.63343728,4.981531927,0.094851004,NA,NA,NA,NA,2.1,NA,4.15,4.640117451,NA,NA,42.41446278,0.759501814,-24.8266016,-0.2021336,NA,"True","False",20211117,20211117,NA,"notes_Suzanne: NOT acidified for DOC. "
"e628da49-c04b-443c-a6eb-efec600b64b3","MainAutochamber.201110_S_3_14to17","201110_S3_14-17","MainAutochamber",10,2011,"2011-10-16","2011-10","Bog","Sphagnum Autochamber Site",3,"N 68 21.21985, E 19 02.8542","['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2011-10/S-3-oct17.JPG']","D",14,17,15.5,"20111000_S3D",NA,NA,NA,NA,NA,"Below Detection (>90)","-9.0",7,NA,NA,NA,NA,NA,4.4,NA,NA,93.38005328,0.038404706,1.682338204,NA,NA,-64.77140049,-16.75365015,-322.919,-87.95478158,-12.52799774,6.27586533,0.089923272,NA,NA,NA,NA,0.85,NA,4.8,3.992010815,NA,NA,41.11407982,0.732624927,-25.5525296,-0.2031284,NA,"True","False",20211117,20211117,NA,"notes_Suzanne: NOT acidified for DOC. "
"294ba77a-bca5-40f3-8fb3-771f64a2ddd6","MainAutochamber.201205_P_1_1to5","201205_P1_01-05","MainAutochamber",5,2012,"2012-05-03","2012-05","Palsa","Palsa Autochamber Site",1,"N 68 21.2076, E 19 02.8409","['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-05/1205_PermafrostCores/Palsa1_120503.jpg']","1",1,5,3,"20120500_P11",NA,NA,"X",NA,NA,"1.0","Not Detected",NA,"<=0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.46710591,0.706184711,-26.9534256,0.4558508,NA,NA,NA,20211117,20211117,"Notes: Air temperatures were not collected, this data is available from the autochamber system, the ANS climate record & other measurement  sites across the mire | Notes_additional: this sample date targeted palsa permafrost only",NA
"fed3c6db-abaa-4a4b-b397-b96a020ecab6","MainAutochamber.201205_P_1_10to15","201205_P1_10-15","MainAutochamber",5,2012,"2012-05-03","2012-05","Palsa","Palsa Autochamber Site",1,"N 68 21.2076, E 19 02.8409","['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-05/1205_PermafrostCores/Palsa1_120503.jpg']","10",10,15,12.5,"20120500_P12",NA,NA,"X",NA,NA,"1.0","Not Detected",NA,"<=0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.18095238,0.970215228,-26.139444,2.0397201,2.453638516,NA,NA,20211117,20211117,"Notes: Air temperatures were not collected, this data is available from the autochamber system, the ANS climate record & other measurement  sites across the mire | Notes_additional: this sample date targeted palsa permafrost only",NA
"9118aea8-4342-40f2-8670-f8ab7cea8dd9","MainAutochamber.201205_P_1_20to25","201205_P1_20-25","MainAutochamber",5,2012,"2012-05-03","2012-05","Palsa","Palsa Autochamber Site",1,"N 68 21.2076, E 19 02.8409","['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-05/1205_PermafrostCores/Palsa1_120503.jpg']","20",20,25,22.5,"20120500_P13",NA,NA,"X",NA,NA,"1.0","Not Detected",NA,"<=0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.55181818,1.170583823,-26.3271408,1.8161383,NA,NA,NA,20211117,20211117,"Notes: Air temperatures were not collected, this data is available from the autochamber system, the ANS climate record & other measurement  sites across the mire | Notes_additional: this sample date targeted palsa permafrost only",NA
"32989e8e-408b-4fae-896d-ad3715ee54ca","MainAutochamber.201205_P_1_30to35","201205_P1_30-35","MainAutochamber",5,2012,"2012-05-03","2012-05","Palsa","Palsa Autochamber Site",1,"N 68 21.2076, E 19 02.8409","['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-05/1205_PermafrostCores/Palsa1_120503.jpg']","30",30,35,32.5,"20120500_P14",NA,NA,"X",NA,NA,"1.0","Not Detected",NA,"<=0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.44556604,1.694029148,-25.8668592,4.0064485,-127.3690703,NA,NA,20211117,20211117,"Notes: Air temperatures were not collected, this data is available from the autochamber system, the ANS climate record & other measurement  sites across the mire | Notes_additional: this sample date targeted palsa permafrost only",NA
"95cfab21-9939-456b-b5e9-28d18e7fe12a","MainAutochamber.201205_P_1_40to45","201205_P1_40-45","MainAutochamber",5,2012,"2012-05-03","2012-05","Palsa","Palsa Autochamber Site",1,"N 68 21.2076, E 19 02.8409","['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-05/1205_PermafrostCores/Palsa1_120503.jpg']","40",40,45,42.5,"20120500_P15",NA,NA,NA,NA,NA,"1.0","Not Detected",NA,"<=0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.09857143,1.824780746,-27.719304,0.6240318,NA,NA,NA,20211117,20211117,"Notes: Air temperatures were not collected, this data is available from the autochamber system, the ANS climate record & other measurement  sites across the mire | Notes_additional: this sample date targeted palsa permafrost only",NA
"28a922b5-50fc-4329-84a0-8d3910e41f8e","MainAutochamber.201205_P_1_50to55","201205_P1_50-55","MainAutochamber",5,2012,"2012-05-03","2012-05","Palsa","Palsa Autochamber Site",1,"N 68 21.2076, E 19 02.8409","['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-05/1205_PermafrostCores/Palsa1_120503.jpg']","50",50,55,52.5,"20120500_P16",NA,NA,NA,NA,NA,"1.0","Not Detected",NA,"<=0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.22485437,1.331764049,-27.2533632,0.2302904,-284.7840674,NA,NA,20211117,20211117,"Notes: Air temperatures were not collected, this data is available from the autochamber system, the ANS climate record & other measurement  sites across the mire | Notes_additional: this sample date targeted palsa permafrost only",NA
"7f7bc51a-48da-49c7-8c0c-954be035687e","MainAutochamber.201205_P_1_60to65","201205_P1_60-65","MainAutochamber",5,2012,"2012-05-03","2012-05","Palsa","Palsa Autochamber Site",1,"N 68 21.2076, E 19 02.8409","['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-05/1205_PermafrostCores/Palsa1_120503.jpg']","60",60,65,62.5,"20120500_P17",NA,NA,NA,NA,NA,"1.0","Not Detected",NA,"<=0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.50757732,1.068767068,-27.8909664,0.222376,NA,NA,NA,20211117,20211117,"Notes: Air temperatures were not collected, this data is available from the autochamber system, the ANS climate record & other measurement  sites across the mire | Notes_additional: this sample date targeted palsa permafrost only",NA
"6d849c8f-7692-407b-a392-0d2fc3154dac","MainAutochamber.201205_P_1_70to75","201205_P1_70-75","MainAutochamber",5,2012,"2012-05-03","2012-05","Palsa","Palsa Autochamber Site",1,"N 68 21.2076, E 19 02.8409","['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-05/1205_PermafrostCores/Palsa1_120503.jpg']","70",70,75,72.5,"20120500_P18",NA,NA,NA,NA,NA,"1.0","Not Detected",NA,"<=0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.51730769,0.66422469,-27.6985536,0.4182574,-368.2557021,NA,NA,20211117,20211117,"Notes: Air temperatures were not collected, this data is available from the autochamber system, the ANS climate record & other measurement  sites across the mire | Notes_additional: this sample date targeted palsa permafrost only",NA
"91b6cfa3-da3b-4bc4-91c8-17e46ddcf144","MainAutochamber.201205_P_1_80to85","201205_P1_80-85","MainAutochamber",5,2012,"2012-05-03","2012-05","Palsa","Palsa Autochamber Site",1,"N 68 21.2076, E 19 02.8409","['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-05/1205_PermafrostCores/Palsa1_120503.jpg']","80",80,85,82.5,"20120500_P19",NA,NA,NA,NA,NA,"1.0","Not Detected",NA,"<=0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.83286517,1.636044335,-28.049424,0.192697,NA,NA,NA,20211117,20211117,"Notes: Air temperatures were not collected, this data is available from the autochamber system, the ANS climate record & other measurement  sites across the mire | Notes_additional: this sample date targeted palsa permafrost only",NA
"e9494420-f4c4-4a69-83ac-62b37b016a21","MainAutochamber.201205_P_2_1to5","201205_P2_01-05","MainAutochamber",5,2012,"2012-05-03","2012-05","Palsa","Palsa Autochamber Site",2,"N 68 21.2094, E 19 02.8382","['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-05/1205_PermafrostCores/Palsa2_120503.jpg']","1",1,5,3,"20120500_P21",NA,NA,NA,NA,NA,"1.0","Not Detected",NA,"<=0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.83570414,1.183765481,-27.231235,0.28960125,NA,NA,NA,20211117,20211117,"Notes: Air temperatures were not collected, this data is available from the autochamber system, the ANS climate record & other measurement  sites across the mire | Notes_additional: this sample date targeted palsa permafrost only",NA
"e8a55b8e-3a99-45a1-b8be-136c1b54c6a5","MainAutochamber.201205_P_2_10to15","201205_P2_10-15","MainAutochamber",5,2012,"2012-05-03","2012-05","Palsa","Palsa Autochamber Site",2,"N 68 21.2094, E 19 02.8382","['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-05/1205_PermafrostCores/Palsa2_120503.jpg']","10",10,15,12.5,"20120500_P22",NA,NA,NA,NA,NA,"1.0","Not Detected",NA,"<=0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.6831763,0.724307725,-24.90954,3.1277725,NA,NA,NA,20211117,20211117,"Notes: Air temperatures were not collected, this data is available from the autochamber system, the ANS climate record & other measurement  sites across the mire | Notes_additional: this sample date targeted palsa permafrost only",NA
"e173b65a-3102-4313-8667-ae1103f0ae68","MainAutochamber.201205_P_2_20to25","201205_P2_20-25","MainAutochamber",5,2012,"2012-05-03","2012-05","Palsa","Palsa Autochamber Site",2,"N 68 21.2094, E 19 02.8382","['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-05/1205_PermafrostCores/Palsa2_120503.jpg']","20",20,25,22.5,"20120500_P23",NA,NA,NA,NA,NA,"1.0","Not Detected",NA,"<=0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.15108909,1.557875487,-25.703,4.32521,NA,NA,NA,20211117,20211117,"Notes: Air temperatures were not collected, this data is available from the autochamber system, the ANS climate record & other measurement  sites across the mire | Notes_additional: this sample date targeted palsa permafrost only",NA
"aa2327ac-61cb-4284-8b8c-4bab845aff9a","MainAutochamber.201205_P_2_30to35","201205_P2_30-35","MainAutochamber",5,2012,"2012-05-03","2012-05","Palsa","Palsa Autochamber Site",2,"N 68 21.2094, E 19 02.8382","['https://isogenie-db.asc.ohio-state.edu/images/raw/Carrie_McCalley/2012-05/1205_PermafrostCores/Palsa2_120503.jpg']","30",30,35,32.5,"20120500_P24",NA,NA,NA,NA,NA,"1.0","Not Detected",NA,"<=0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.50264348,1.902034334,-26.5275,3.4679425,NA,NA,NA,20211117,20211117,"Notes: Air temperatures were not collected, this data is available from the autochamber system, the ANS climate record & other measurement  sites across the mire | Notes_additional: this sample date targeted palsa permafrost only",NA
